power,4.329408,4.329408,4.329408,4.329408,3.24,3.24,3.24,3.24,3.24,2.16,2.16,2.16,2.16,2.16,1.08,1.08,1.08,1.08,1.08
hy,10.7680770148,8.3903192527,5.9732798793,4.6794632218,2.8877553198,14.591842864,11.75576167,8.7068394027,5.7480826467,2.8367400979,18.0614528299,16.292589594,13.4325972884,9.3822257717,5.560396305,22.479576776,18.6309978343,13.0255265301,10.1438330626,7.3068294698
rso,89.2319229852,91.6096807473,94.0267201207,95.3205367782,97.1122446802,85.408157136,88.24423833,91.2931605973,94.2519173533,97.1632599021,81.9385471701,83.7074104055,86.5674027116,90.6177742283,94.4396036941,77.520423224,81.3690021657,86.9744734699,89.8561669374,92.693170530
nox,13.4613449602,13.7293354683,13.4083409172,12.7017065319,12.2873202222,11.8095571052,11.9289424925,11.4155079152,10.4575231591,9.1876882223,12.8360159211,12.9348674704,12.284125199,11.6717057096,10.6069314624,14.5788348822,14.6444640943,13.7831678947,12.8239682813,12.0172700375
hcg,0.5993357754,0.6427591511,0.700792035,0.7737684392,0.8755049631,0.6748769724,0.6927158702,0.7298203562,0.7425363666,0.7904768228,0.8969361551,0.9110507139,0.94908653,0.993666071,1.0445620421,1.2129951732,1.2464286588,1.3034807175,1.3413833628,1.4154974402
co,3.1673277923,3.1749583545,3.3941499318,3.776153813,4.2955903,3.3276442501,3.3842675742,3.8318721477,4.2803732522,4.9980182225,4.3753106262,4.4608029218,4.8311935018,4.9860534481,5.22563258,7.4742079786,7.4988691295,7.9304533728,8.2839995198,8.7864974417
smoke,3.9,3.8,4,4.1,4.6,2.5,2.4,2.7,3.1,3.3,1.85,1.8,1.9,2.1,2.2,0.8,0.7,0.9,1.1,1.2
bte,28.0536092228,28.1057017846,28.0214815498,27.5724360411,27.1233606477,25.6805045651,25.8615287703,25.5389296509,25.2904420684,24.9622058409,20.1651868413,20.1624808266,20.312798262,20.3888400469,20.4405089025,13.7141820129,13.475707727,13.40990814,13.1624954396,12.9639382224
egt,440,437,432,429,417,384,380,372,362,357,282,280,277,273,272,249,247,241,238,236
